"site","name","year","obols","txt","change","sequence","payrecord"
"urn:cite:phoros:places.100","Pedasa","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.13","same","13","urn:cite:phoros:payrec.636"
"urn:cite:phoros:places.136","Kyme","8","2400","urn:cts:phoros:stele1.year8.hc1:right.1.14","down","14","urn:cite:phoros:payrec.637"
"urn:cite:phoros:places.11","Pitane","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.15","same","15","urn:cite:phoros:payrec.638"
"urn:cite:phoros:places.97","Gryneion","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.16","same","16","urn:cite:phoros:payrec.639"
"urn:cite:phoros:places.164","Chersonesos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.17","same","17","urn:cite:phoros:payrec.640"
"urn:cite:phoros:places.126","Pyrnos","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.18","same","18","urn:cite:phoros:payrec.641"
"urn:cite:phoros:places.30","Neapolis","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.19","down","19","urn:cite:phoros:payrec.642"
"urn:cite:phoros:places.67","Kyllandos","8","1200","urn:cts:phoros:stele1.year8.hc1:right.1.20","same","20","urn:cite:phoros:payrec.643"
"urn:cite:phoros:places.41","Kyrbissos","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.21","up","21","urn:cite:phoros:payrec.644"
"urn:cite:phoros:places.68","Chios in Karia","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.22","up","22","urn:cite:phoros:payrec.645"
"urn:cite:phoros:places.105","Aphytis","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.23","same","23","urn:cite:phoros:payrec.646"
"urn:cite:phoros:places.203","Syangela","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.24","same","24","urn:cite:phoros:payrec.647"
"urn:cite:phoros:places.48","Termera","8","1500","urn:cts:phoros:stele1.year8.hc1:right.1.25","same","25","urn:cite:phoros:payrec.648"
"urn:cite:phoros:places.32","Maroneia","8","900","urn:cts:phoros:stele1.year8.hc1:right.1.27","same","27","urn:cite:phoros:payrec.650"
"urn:cite:phoros:places.8","Therma in Ikaros","8","300","urn:cts:phoros:stele1.year8.hc1:right.1.28","same","28","urn:cite:phoros:payrec.651"
"urn:cite:phoros:places.34","Oine in Ikaros","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.29","same","29","urn:cite:phoros:payrec.652"
"urn:cite:phoros:places.175","Chalke","8","300","urn:cts:phoros:stele1.year8.hc1:right.1.30","same","30","urn:cite:phoros:payrec.653"
"urn:cite:phoros:places.174","Lebedos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.32","same","32","urn:cite:phoros:payrec.655"
"urn:cite:phoros:places.182","Aineia","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.33","same","33","urn:cite:phoros:payrec.656"
"urn:cite:phoros:places.162","Aison","8","150","urn:cts:phoros:stele1.year8.hc1:right.1.35","same","34","urn:cite:phoros:payrec.657"
"urn:cite:phoros:places.43","Dikaiopolis","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.36","same","35","urn:cite:phoros:payrec.658"
"urn:cite:phoros:places.110","Kaunos","8","300","urn:cts:phoros:stele1.year8.hc1:right.1.39","same","38","urn:cite:phoros:payrec.661"
"urn:cite:phoros:places.163","Thasthara","8","50","urn:cts:phoros:stele1.year8.hc1:right.1.40","same","39","urn:cite:phoros:payrec.662"
"urn:cite:phoros:places.83","Lepsimandos","8","150","urn:cts:phoros:stele1.year8.hc1:right.1.41","same","40","urn:cite:phoros:payrec.663"
"urn:cite:phoros:places.6","Naxia","8","50","urn:cts:phoros:stele1.year8.hc1:right.1.42","same","41","urn:cite:phoros:payrec.664"
"urn:cite:phoros:places.50","Kasolaba","8","250","urn:cts:phoros:stele1.year8.hc1:right.1.43","same","42","urn:cite:phoros:payrec.665"
"urn:cite:phoros:places.71","Mydon","8","150","urn:cts:phoros:stele1.year8.hc1:right.1.44","same","43","urn:cite:phoros:payrec.666"
"urn:cite:phoros:places.173","Telandros","8","150","urn:cts:phoros:stele1.year8.hc1:right.1.45","down","44","urn:cite:phoros:payrec.667"
"urn:cite:phoros:places.156","Phegetioi","8","160","urn:cts:phoros:stele1.year8.hc1:right.1.46","same","45","urn:cite:phoros:payrec.668"
"urn:cite:phoros:places.46","Karbasyanda","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.47","same","46","urn:cite:phoros:payrec.669"
"urn:cite:phoros:places.76","Auliataι Kares","8","50","urn:cts:phoros:stele1.year8.hc1:right.1.48","same","47","urn:cite:phoros:payrec.670"
"urn:cite:phoros:places.21","Krya","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.49","same","48","urn:cite:phoros:payrec.671"
"urn:cite:phoros:places.2","Pharbelos","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.50","same","49","urn:cite:phoros:payrec.672"
"urn:cite:phoros:places.96","Myndos","8","50","urn:cts:phoros:stele1.year8.hc1:right.1.51","same","50","urn:cite:phoros:payrec.673"
"urn:cite:phoros:places.33","Lindos","8","6000","urn:cts:phoros:stele1.year8.hc1:right.1.52","same","51","urn:cite:phoros:payrec.674"
"urn:cite:phoros:places.205","Pedies in Lindos","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.53","same","52","urn:cite:phoros:payrec.675"
"urn:cite:phoros:places.12","Thyssos","8","900","urn:cts:phoros:stele1.year8.hc1:right.1.54","same","53","urn:cite:phoros:payrec.676"
"urn:cite:phoros:places.115","Kalchedon","8","5400","urn:cts:phoros:stele1.year8.hc1:right.1.55","same","54","urn:cite:phoros:payrec.677"
"urn:cite:phoros:places.159","Selymbria","8","3600","urn:cts:phoros:stele1.year8.hc1:right.1.56","same","55","urn:cite:phoros:payrec.678"
"urn:cite:phoros:places.198","Erythrai","8","5260","urn:cts:phoros:stele1.year8.hc1:right.1.57","down","56","urn:cite:phoros:payrec.679"
"urn:cite:phoros:places.60","Singos","8","1200","urn:cts:phoros:stele1.year8.hc1:right.1.64","same","63","urn:cite:phoros:payrec.686"
"urn:cite:phoros:places.151","Parparos","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.65","same","64","urn:cite:phoros:payrec.687"
"urn:cite:phoros:places.131","Skepsis","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.66","same","65","urn:cite:phoros:payrec.688"
"urn:cite:phoros:places.188","Serme","8","50","urn:cts:phoros:stele1.year8.hc1:right.1.67","same","66","urn:cite:phoros:payrec.689"
"urn:cite:phoros:places.157","Ikos","8","150","urn:cts:phoros:stele1.year8.hc1:right.1.68","same","67","urn:cite:phoros:payrec.690"
"urn:cite:phoros:places.193","Sigeion","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.69","up","68","urn:cite:phoros:payrec.691"
"urn:cite:phoros:places.213","Harpagion","8","30","urn:cts:phoros:stele1.year8.hc1:right.1.70","same","69","urn:cite:phoros:payrec.692"
"urn:cite:phoros:places.22","Peparethos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.71","same","70","urn:cite:phoros:payrec.693"
"urn:cite:phoros:places.194","Kythnos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.1.72","same","71","urn:cite:phoros:payrec.694"
"urn:cite:phoros:places.158","Dardanos","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.73","up","72","urn:cite:phoros:payrec.695"
"urn:cite:phoros:places.101","Priene","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.74","same","73","urn:cite:phoros:payrec.696"
"urn:cite:phoros:places.195","Styra","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.75","same","74","urn:cite:phoros:payrec.697"
"urn:cite:phoros:places.121","Athenai Diades","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.76","up","75","urn:cite:phoros:payrec.698"
"urn:cite:phoros:places.75","Berytis below Mt. Ida","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.77","same","76","urn:cite:phoros:payrec.699"
"urn:cite:phoros:places.215","Chalkis","8","3000","urn:cts:phoros:stele1.year8.hc1:right.1.79","same","78","urn:cite:phoros:payrec.701"
"urn:cite:phoros:places.30","Neapolis","8","300","urn:cts:phoros:stele1.year8.hc1:right.1.80","up","79","urn:cite:phoros:payrec.702"
"urn:cite:phoros:places.37","Lamponeia","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.81","same","80","urn:cite:phoros:payrec.703"
"urn:cite:phoros:places.116","Paisos","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.82","same","81","urn:cite:phoros:payrec.704"
"urn:cite:phoros:places.123","Perkote","8","100","urn:cts:phoros:stele1.year8.hc1:right.1.83","same","82","urn:cite:phoros:payrec.705"
"urn:cite:phoros:places.35","Assos","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.84","same","83","urn:cite:phoros:payrec.706"
"urn:cite:phoros:places.133","Berge","8","324","urn:cts:phoros:stele1.year8.hc1:right.1.92","up","90","urn:cite:phoros:payrec.713"
"urn:cite:phoros:places.61","Thasos","8","324","urn:cts:phoros:stele1.year8.hc1:right.1.93","down","91","urn:cite:phoros:payrec.714"
"urn:cite:phoros:places.140","Kyzikos","8","432","urn:cts:phoros:stele1.year8.hc1:right.1.94","same","92","urn:cite:phoros:payrec.715"
"urn:cite:phoros:places.94","Hephaistia","8","216","urn:cts:phoros:stele1.year8.hc1:right.1.95","same","93","urn:cite:phoros:payrec.716"
"urn:cite:phoros:places.216","Limnai","8","200","urn:cts:phoros:stele1.year8.hc1:right.1.96","same","94","urn:cite:phoros:payrec.717"
"urn:cite:phoros:places.158","Dardanos","8","324","urn:cts:phoros:stele1.year8.hc1:right.1.98","down","96","urn:cite:phoros:payrec.719"
"urn:cite:phoros:places.212","Elaiousa","8","300","urn:cts:phoros:stele1.year8.hc1:right.1.99","same","97","urn:cite:phoros:payrec.720"
"urn:cite:phoros:places.193","Sigeion","8","24","urn:cts:phoros:stele1.year8.hc1:right.1.100","down","98","urn:cite:phoros:payrec.721"
"urn:cite:phoros:places.107","Tenedos","8","324","urn:cts:phoros:stele1.year8.hc1:right.1.101","down","99","urn:cite:phoros:payrec.722"
"urn:cite:phoros:places.139","Byzantion","8","28802880","urn:cts:phoros:stele1.year8.hc1:right.1.102","up","100","urn:cite:phoros:payrec.723"
"urn:cite:phoros:places.139","Byzantion","8","23842384","urn:cts:phoros:stele1.year8.hc1:right.1.103","down","101","urn:cite:phoros:payrec.724"
"urn:cite:phoros:places.52","Abdera","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.104","down","102","urn:cite:phoros:payrec.725"
"urn:cite:phoros:places.5","Ainos","8","855.5","urn:cts:phoros:stele1.year8.hc1:right.1.105","down","103","urn:cite:phoros:payrec.726"
"urn:cite:phoros:places.117","Miletos","8","6000","urn:cts:phoros:stele1.year8.hc1:right.1.107","same","105","urn:cite:phoros:payrec.728"
"urn:cite:phoros:places.99","Latmos","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.108","same","106","urn:cite:phoros:payrec.729"
"urn:cite:phoros:places.119","Myous","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.109","down","107","urn:cite:phoros:payrec.730"
"urn:cite:phoros:places.4","Ephesos","8","4500","urn:cts:phoros:stele1.year8.hc1:right.1.110","same","108","urn:cite:phoros:payrec.731"
"urn:cite:phoros:places.199","Iasos","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.111","same","109","urn:cite:phoros:payrec.732"
"urn:cite:phoros:places.102","Kindya","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.112","same","110","urn:cite:phoros:payrec.733"
"urn:cite:phoros:places.14","Sane","8","600","urn:cts:phoros:stele1.year8.hc1:right.1.113","up","111","urn:cite:phoros:payrec.734"
"urn:cite:phoros:places.135","Syros","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.6","same","112","urn:cite:phoros:payrec.735"
"urn:cite:phoros:places.206","Othoros","8","50","urn:cts:phoros:stele1.year8.hc1:right.2.7","down","113","urn:cite:phoros:payrec.736"
"urn:cite:phoros:places.49","Kebrene","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.8","same","114","urn:cite:phoros:payrec.737"
"urn:cite:phoros:places.90","Kodapa","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.10","same","116","urn:cite:phoros:payrec.739"
"urn:cite:phoros:places.168","Kudaies/Hudaies","8","40","urn:cts:phoros:stele1.year8.hc1:right.2.11","same","117","urn:cite:phoros:payrec.740"
"urn:cite:phoros:places.25","Diosera","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.12","same","118","urn:cite:phoros:payrec.741"
"urn:cite:phoros:places.167","Chalketor","8","210","urn:cts:phoros:stele1.year8.hc1:right.2.13","same","119","urn:cite:phoros:payrec.742"
"urn:cite:phoros:places.44","Klazomenia","8","900","urn:cts:phoros:stele1.year8.hc1:right.2.15","same","121","urn:cite:phoros:payrec.744"
"urn:cite:phoros:places.52","Abdera","8","9000","urn:cts:phoros:stele1.year8.hc1:right.2.16","up","122","urn:cite:phoros:payrec.745"
"urn:cite:phoros:places.109","Kalymna","8","900","urn:cts:phoros:stele1.year8.hc1:right.2.17","same","123","urn:cite:phoros:payrec.746"
"urn:cite:phoros:places.24","Notion","8","200","urn:cts:phoros:stele1.year8.hc1:right.2.18","same","124","urn:cite:phoros:payrec.747"
"urn:cite:phoros:places.118","Gargara","8","450","urn:cts:phoros:stele1.year8.hc1:right.2.19","same","125","urn:cite:phoros:payrec.748"
"urn:cite:phoros:places.47","Phaselis","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.20","same","126","urn:cite:phoros:payrec.749"
"urn:cite:phoros:places.16","Dion","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.21","up","127","urn:cite:phoros:payrec.750"
"urn:cite:phoros:places.125","Knidos","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.22","down","128","urn:cite:phoros:payrec.751"
"urn:cite:phoros:places.26","Spartolos","8","1200","urn:cts:phoros:stele1.year8.hc1:right.2.23","same","129","urn:cite:phoros:payrec.752"
"urn:cite:phoros:places.39","Strepsa","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.24","same","130","urn:cite:phoros:payrec.753"
"urn:cite:phoros:places.64","Kedriai","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.25","up","131","urn:cite:phoros:payrec.754"
"urn:cite:phoros:places.128","Ialysos","8","6000","urn:cts:phoros:stele1.year8.hc1:right.2.26","same","132","urn:cite:phoros:payrec.755"
"urn:cite:phoros:places.92","Astypalaia","8","1200","urn:cts:phoros:stele1.year8.hc1:right.2.27","same","133","urn:cite:phoros:payrec.756"
"urn:cite:phoros:places.56","Sermylia","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.28","same","134","urn:cite:phoros:payrec.757"
"urn:cite:phoros:places.54","Skabla","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.29","same","135","urn:cite:phoros:payrec.758"
"urn:cite:phoros:places.112","Mende","8","9000","urn:cts:phoros:stele1.year8.hc1:right.2.30","same","136","urn:cite:phoros:payrec.759"
"urn:cite:phoros:places.58","Stolos","8","500","urn:cts:phoros:stele1.year8.hc1:right.2.31","same","137","urn:cite:phoros:payrec.760"
"urn:cite:phoros:places.207","Chedrolos","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.32","up","138","urn:cite:phoros:payrec.761"
"urn:cite:phoros:places.148","Rheneia","8","30","urn:cts:phoros:stele1.year8.hc1:right.2.33","same","139","urn:cite:phoros:payrec.762"
"urn:cite:phoros:places.127","Priapos","8","50","urn:cts:phoros:stele1.year8.hc1:right.2.34","same","140","urn:cite:phoros:payrec.763"
"urn:cite:phoros:places.196","Hestiaia","8","98","urn:cts:phoros:stele1.year8.hc1:right.2.35","down","141","urn:cite:phoros:payrec.764"
"urn:cite:phoros:places.160","Kos","8","2196","urn:cts:phoros:stele1.year8.hc1:right.2.36","up","142","urn:cite:phoros:payrec.765"
"urn:cite:phoros:places.138","Phokaia","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.37","same","143","urn:cite:phoros:payrec.766"
"urn:cite:phoros:places.153","Palaiperkote","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.38","up","144","urn:cite:phoros:payrec.767"
"urn:cite:phoros:places.208","Galepsos","8","720","urn:cts:phoros:stele1.year8.hc1:right.2.39","down","145","urn:cite:phoros:payrec.768"
"urn:cite:phoros:places.103","Bargylia","8","400","urn:cts:phoros:stele1.year8.hc1:right.2.40","up","146","urn:cite:phoros:payrec.769"
"urn:cite:phoros:places.93","Samothraki","8","3600","urn:cts:phoros:stele1.year8.hc1:right.2.41","same","147","urn:cite:phoros:payrec.770"
"urn:cite:phoros:places.55","Asseritis","8","2400","urn:cts:phoros:stele1.year8.hc1:right.2.42","same","148","urn:cite:phoros:payrec.771"
"urn:cite:phoros:places.51","Dikaia by Abdera","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.43","same","149","urn:cite:phoros:payrec.772"
"urn:cite:phoros:places.16","Dion","8","200","urn:cts:phoros:stele1.year8.hc1:right.2.44","down","150","urn:cite:phoros:payrec.773"
"urn:cite:phoros:places.209","Eurumaxos","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.45","same","151","urn:cite:phoros:payrec.774"
"urn:cite:phoros:places.210","Brykous","8","50","urn:cts:phoros:stele1.year8.hc1:right.2.46","same","152","urn:cite:phoros:payrec.775"
"urn:cite:phoros:places.72","Kios","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.47","same","153","urn:cite:phoros:payrec.776"
"urn:cite:phoros:places.180","Arkaseia","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.48","same","154","urn:cite:phoros:payrec.777"
"urn:cite:phoros:places.161","Humisses","8","120","urn:cts:phoros:stele1.year8.hc1:right.2.49","same","155","urn:cite:phoros:payrec.778"
"urn:cite:phoros:places.211","Udissos","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.50","same","156","urn:cite:phoros:payrec.779"
"urn:cite:phoros:places.27","Hairai","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.51","same","157","urn:cite:phoros:payrec.780"
"urn:cite:phoros:places.130","Daunion/Damnion","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.52","same","158","urn:cite:phoros:payrec.781"
"urn:cite:phoros:places.192","Paros","8","9720","urn:cts:phoros:stele1.year8.hc1:right.2.53","same","159","urn:cite:phoros:payrec.782"
"urn:cite:phoros:places.197","Naxos","8","4000","urn:cts:phoros:stele1.year8.hc1:right.2.54","same","160","urn:cite:phoros:payrec.783"
"urn:cite:phoros:places.149","Karystos","8","3000","urn:cts:phoros:stele1.year8.hc1:right.2.55","same","161","urn:cite:phoros:payrec.784"
"urn:cite:phoros:places.166","Keos/Kea","8","2400","urn:cts:phoros:stele1.year8.hc1:right.2.56","same","162","urn:cite:phoros:payrec.785"
"urn:cite:phoros:places.146","Seriphos ","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.57","same","163","urn:cite:phoros:payrec.786"
"urn:cite:phoros:places.95","Lampsakos","8","360","urn:cts:phoros:stele1.year8.hc1:right.2.58","down","164","urn:cite:phoros:payrec.787"
"urn:cite:phoros:places.143","Aige","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.59","same","165","urn:cite:phoros:payrec.788"
"urn:cite:phoros:places.190","Tenos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.61","same","166","urn:cite:phoros:payrec.789"
"urn:cite:phoros:places.152","Teos","8","3600","urn:cts:phoros:stele1.year8.hc1:right.2.62","same","167","urn:cite:phoros:payrec.790"
"urn:cite:phoros:places.145","Andros","8","3600","urn:cts:phoros:stele1.year8.hc1:right.2.63","same","168","urn:cite:phoros:payrec.791"
"urn:cite:phoros:places.114","Mykonos","8","900","urn:cts:phoros:stele1.year8.hc1:right.2.64","same","169","urn:cite:phoros:payrec.792"
"urn:cite:phoros:places.214","Eretria","8","3600","urn:cts:phoros:stele1.year8.hc1:right.2.67","same","172","urn:cite:phoros:payrec.795"
"urn:cite:phoros:places.150","Grynche","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.68","same","173","urn:cite:phoros:payrec.796"
"urn:cite:phoros:places.191","Siphnos","8","1800","urn:cts:phoros:stele1.year8.hc1:right.2.69","same","174","urn:cite:phoros:payrec.797"
"urn:cite:phoros:places.13","Torone","8","7200","urn:cts:phoros:stele1.year8.hc1:right.2.70","up","175","urn:cite:phoros:payrec.798"
"urn:cite:phoros:places.42","Diduma Teichos","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.72","same","177","urn:cite:phoros:payrec.800"
"urn:cite:phoros:places.14","Sane","8","100","urn:cts:phoros:stele1.year8.hc1:right.2.76","down","181","urn:cite:phoros:payrec.804"
"urn:cite:phoros:places.13","Torone","8","2456","urn:cts:phoros:stele1.year8.hc1:right.2.100","down","182","urn:cite:phoros:payrec.805"
"urn:cite:phoros:places.160","Kos","8","216","urn:cts:phoros:stele1.year8.hc1:right.2.101","down","183","urn:cite:phoros:payrec.806"
"urn:cite:phoros:places.7","Madnasa/Medmassa","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.102","down","184","urn:cite:phoros:payrec.807"
"urn:cite:phoros:places.98","Pelen/Pyli","8","300","urn:cts:phoros:stele1.year8.hc1:right.2.103","down","185","urn:cite:phoros:payrec.808"
"urn:cite:phoros:places.176","Mylasa","8","600","urn:cts:phoros:stele1.year8.hc1:right.2.104","same","186","urn:cite:phoros:payrec.809"
"urn:cite:phoros:places.217","Euromos","8","250","urn:cts:phoros:stele1.year8.hc1:right.2.105","same","187","urn:cite:phoros:payrec.810"
"urn:cite:phoros:places.111","Karyanda","8","50","urn:cts:phoros:stele1.year8.hc1:right.2.106","down","188","urn:cite:phoros:payrec.811"
"urn:cite:phoros:places.107","Tenedos","8","216","urn:cts:phoros:stele1.year8.hc1:right.2.107","down","189","urn:cite:phoros:payrec.812"
"urn:cite:phoros:places.107","Tenedos","8","216","urn:cts:phoros:stele1.year8.hc1:right.2.108","same","190","urn:cite:phoros:payrec.813"
"urn:cite:phoros:places.198","Erythrai","8","200","urn:cts:phoros:stele1.year8.hc1:right.2.109","down","191","urn:cite:phoros:payrec.814"
"urn:cite:phoros:places.218","Imbros","8","1626","urn:cts:phoros:stele1.year8.hc1:right.2.111","same","193","urn:cite:phoros:payrec.816"
"urn:cite:phoros:places.94","Hephaistia","8","1064","urn:cts:phoros:stele1.year8.hc1:right.2.112","up","194","urn:cite:phoros:payrec.817"

